training
Fastest delivery ever! I feel like I ordered it and turned around and it was at my door! Well packaged too. I can't get this same price at my local store and I ended up saving almost a dollar a can buying through amazon :) I love these beans because they are organic AND THE CAN IS BPA FREE!!! It is very hard to find BPA free cans. You should shout about this detail in your description. TL;DR AWESOME!
"I love to drink this tea especially on a cold day after a long walk with the dog, or curled up in bed in the evening letting the soft smells and gentle taste roll over me.  This comes in a multi-pack, so no more surprises that I am out and a trip to the store is in order, with a multitude of great teas to sample.  As far as herbal teas go, you cannot do much better than these simple but timeless teas. TL;DR Good Tea With Convenience"
"The rose syrup was very good. The rose flavor could be stronger for my taste, but I would  buy it again. TL;DR rose syrup"
"These Stilia bars are wonderful. They taste great, are only 100 calories and my whole family loved them - especially the rabbits. They're quite filling and the juxtoposition of a crunchy outside with a jam-like inside made for an excellent snack. The only downside is that we haven't been able to find these in our local supermarkets. I will say that these are extremely fragile and that sometimes you'll end up with some broken bars before you even open the wrapper. Doesn't make them taste any less awesome though! TL;DR Delicious and Filling!"
The same stuff that you buy at the store...only you don't have to go to the store! I'm now stocked and ready to make a shabbat brisket on a moment's notice! TL;DR Excellent
I love the taste of oats and I am addicted to these things.  Delicious with a Cranberry Walnut cheese spread.  Like a mini-cheesecake! TL;DR yum!
"Pill Pockets make the unpleasant task of having to think about your pet's illness much easier by taking the frustration out of giving medication.  Instead of having to use a piller to force a pill down their throat, they think they are getting a treat.  It works very well.  After having to use a piller on my cat for about a month, I woke up in the middle of the night after having a dream about a treat that could hold the pill in it.  I was ready to make at least a hundred thousand bucks.  Then I did a google search and it turns it already exists -- so I'm sending them my money instead.  Oh well...it's an excellent product. TL;DR Pill Pockets make an unpleasant task much easier"
"My dogs loved this product. I used it to flavor their kibble. The package is small and the price is too high. If price is not a concern, then I recommend it. Otherwise it's too pricey. TL;DR Pricey gravy"
"Can't go wrong with a good old Tootsie Pop but leave it to the people at Tootsie Roll to improve upon an already good thing.  They have added a Pomegranate flavor!  While not really my cup of tea, a lot of people (I bought this for the office) were excited to see this addition.  Very good and EXCELLENT price! TL;DR They have a new Pomegranate flavor!"
"This is a great mix for a 9x13 or two round pans.  It's plenty of dough to do the job nicely.  This came out nice and moist and provides a great base for experiments...  We wanted a lemon cake one day for a special birthday for my husband's celiac mother.  We used a little lemon extract and lemon zest in the cake.  After it was baked we mixed a little sugar with lemon juice, heated it and poured in on top the cake after first poking the cake with a toothpick to create small holes for absorbing our yummy sweetened lemon concoction.  Sorry I can't tell you my proportions as I simply guessed (a habitual way of approaching cooking for me).  Think creatively and enjoy, knowing that you're starting with a great base! TL;DR Yummy, even better than we hoped!"
"I got this for my hubby, who is the real coffee drinker around here.  The smell when it's brewing is so delicious.  It smells sweet and kind of caramel-ish.  The coffee is smooth, and the flavor is subtle but definitely there.  We brew it in a Keurig machine using the filter attachment.  Definitely worth repurchasing. TL;DR Smells fantastic when brewing"
"These meals are greasy, disgusting and actually made be feel woozy for a few hours after eating. I would not recommend eating this. I can't return it but want to give it away. Perhaps i will find a homeless man to give it to. TL;DR Absolutely horrible."
I recommend using half water and half skim milk. I usually mix 5 oz water with 5 oz skim milk and heat in the micro for two minutes.  Add the packet and sugar or sweetener.  Great for a quick cup of coffee without the hassle of cleaning the machine. TL;DR Actually tasty!
"Oh, My, If you like toco's and if your reading this you do this is the seasoning to have. Our local Groc. stopped carring it and I about lost it... amoazon to the resQ! I'm going to buy more of my faves on line this perchase went so well! TL;DR This stuffisthebomb ""Ya!"""
I would like to reorder but this excellent product is currently unavailable. I was very happy with my first order and I hope they come back soon. TL;DR Excellent Product
"I mean I was really excited to use this. I don't actually wash my hair myself-i'm no good at it. So I took both the <a href=""http://www.amazon.com/gp/product/B007RTR9FQ"">CLEAR SCALP & HAIR BEAUTY Ultra Shea Cleanse & Nourish Shampoo, 12.9 Fluid Ounce</a> and the conditioner to my salon and I really felt the difference. I get deep condition and It was light and I could tell my hair was easy to manage afterwards. I'm really glad I bought it, and I look forward to using it again and reordering once I'm out. My favorite Shampoo and conditioner so far. TL;DR So Good You Can Feel It"
"I buy this product all the times when amazon has it available with the free super saving shipping. My daughter is 18 months and still loves it. I mix it with milk instead of water. Another great one the cereal vegetables, since she does not eat veggies everyday I try to balance it out by giving the cerelac vegetables Too bad it's not always available at amazon. TL;DR Best cereal"
"SWITCH isn't a bad product, but it's not great either.  I like the fact that it's all natural sparkling juice.  The can design is pleasant to look at.<br /><br />I thought the Black Cherry flavor tasted a bit too apple-ly, but my wife really liked the flavor.  Also, at 130 calories per can, this beverage has almost 50% more calories per ounce than the average soda.  Too many for me. TL;DR It's okay"
"Great product-best price I've found. Put some in a smaller container and store remainder in the freezer--always tastes fresh! Use in salad,cereal,soups,baking or just have a spoonful--good protein source. TL;DR Nutiva Hemp Seed"
"Love the flavor on this mac n cheese, but making the noodles right takes practice--what works in your microwave won't work at work, or at your friends' houses. But that's okay, because having this healthier alternative, with no nasty chemicals or hormones is worth a few trials and errors.<br /><br />Serving size is small for an adult and a bit large for a child, but so? Make two and steal some of your kid's. TL;DR Love it; perfect noodles take practice"
We are big coffee/tea drinkers. Tastes just like sugar. No difference. We also have the pump which makes it so easy to use. TL;DR Good Product
Other reviews have detailed the benefits of this coffee maker.  I just wanted to add that the coffee you brew up can be very easily stored.  Just let it cool a bit and then place the carafe in the fridge.  The coffee doesn't come out bitter (probably because it doesn't sit on a hot burner).  I used a french press for a long time but it's now gathering dust thanks to this coffee maker. TL;DR Excellent for multiple cups
"Thankfully it is getting easier to find great tasting gluten free products. we have two members of our family who can't eat gluten due to medical issues so we have to shop with that in mind. Many gluten-free offerings taste dodgy or ""off"" but this product is an exception. We had this for dinner last night and it was great. We served it with shrimp and tomato sauce and everyone loved it. We will definitely get this brand again next time we have a chance. TL;DR Tastes great!"
"I was one of the lucky moms out there that got picked to receive a MomVoxBox  from Influenster. When I opened the box my youngest son Jordan was sitting with me. Before I had a chance to see what it was he took it and ran off. I was surprised by this, but I opened it up for him and he ate it right up. See my son Jordan is Autistic and he is a very picky eater. He is also picky about his snacks. He hates raisins, I have never been able to get him to eat them . But he loved the Quaker Soft Baked Oatmeal Cookies. Ever since we received these when he sees a Quaker cookie box we have to buy it he thinks they are the same cookies. These are so great they come in their own wrappers so you can take them when you are on the run and they are way healthier then most cookies out there. TL;DR Picky Eater loves them"
"My dog use to get, and actually still can get, cronic ear infections, but this product has finally gotten the problem under control.  I use it once a week and no longer have ear infection trouble.  I used to to get rid of his current ear infecton and now keep using it to make sure it doesn't come back.  Great product and highly recommended! TL;DR Excellent Product!"
"Cameron's is a great tasting coffee and a great value for the price.  This particular favorite--along with the toasted pecan--is my favorite.  I'm a picky coffee drinker, and I'm impressed by the quality of this coffee.  The smell is intoxicating and the flavor is unmatched.  I often buy several of these 32-ounce bags and keep them in the freezer.  They stay fresh for several months.  Highly recommended.<br /><br />Don't grind it until you're about to use it and toss in a French Press for best results. TL;DR Great tasting coffee; great value!"
"This cotton candy tastes like plain sugar, like eating a spoonful straight from the sugar bowl. It does have that nice, melt-in-your-mouth texture that characterizes cotton candy. It is pink colored and has a very slight ""warm"" aftertaste. There is no cinnamon flavor or smell. It is quite disappointing when expecting the spicy taste of the chewy, oblong Hot Tamales candy. There is not even the traditional vanilla flavor that makes carnival and fairground cotton candy so tasty.<br /><br /> In contrast, Spun City Cotton Candy, sold on Amazon, is a delicious treat. Spun City Cotton Candy costs more, but it's made with superior ingredients and has very good flavor. Kid's will probably eat the Hot Tamale Cotton Candy and be happy, (it is almost pure sugar, after all) but to someone who wants a bit of taste in the mix, this one is likely to be a letdown. TL;DR Does not taste like Hot Tamales Candy"
"I REALLY LOVE THIS STUFF!!!! Such a sweet, creamy indulgence that I can enjoy without guilt!<br />My favorite was the Chocolate Peanut Butter until the Chocolate Mint Cookie became available!!<br />Chocolate Mint Cookie is YUMMMMY!!!! I like to mix it with blueberries or some plain nonfat greek yogurt and sprinkle some ginger on top! YUM!!!<br /><br />Arctic Zone doesn't increase my desire for more sweets like some frozen desserts can! I like that I can indulge almost daily and not worry about weight gain!!<br /><br />Its also perfect for those times you want a lil something sweet throughout the day, even a spoonful goes a looong way for my tastebuds!!<br /><br />I love that there's 4 grams of protein in each serving and that it has 2 grams of fiber! I've never heard of a frozen dessert with fiber?! Way to go Arctic Zone peeps!!<br /><br />I can't eat an entire pint in one sitting, but sometimes can in a day, but, thats only if Im home all day...lol... a little goes a long way and I love that! When I used to get frozen yogurt with Splenda (can't believe I used to do that) in it (low-carb fro yo), whenever I had some, I always wanted more. With Artic Zone, I am satiated with just a serving or two.<br /><br />I am sooo grateful they came out with this! I would love a coconut flavor if possible??? or Banana cream pie??? Price is cheaper than indulging in fro-yo each day and much more friendly to your curves!!! :) I plan to take a few pints to the family's Thanksgiving Feast for family to try. TL;DR Tasty Lil Spoonfuls of Heaven!!!!"
"I absolutely love coconut water.  I don't drink a ton of regular water a day.  So I use this to supplement my intake.  I drink one 11 ounce box a day.  It makes a real difference in my skin and hair as well.  Much more moisterized and hydrated.  It also keeps me a little more regular.  This is chock full of benefits.  I give my 10 month old 1/4c of it when he seems constipated.  My pediatrician agreed it was a good idea.  Do your research.  I was sorry to see that the 34 oz boxes were not available on the ""Prime"" shipping program.  Now I order 11 oz boxes on autoship.  Look into it, once you try coconut water you will never want to be without!!!!! TL;DR If you haven't tried, you gotta!"
This cake was very good...moist and just sweet enough.  Just not as coconutty as I would have liked.  Have had better from Wegmans at a fraction of the price. TL;DR Good but not Great
"This my absolute favorite flavor of tea ever! The lavender adds a burst of fragrance and a subtle hint of sweetness which softens typically harsh earl grey tea. Excellent tea, very mild. TL;DR Very good tea!"
"I am so upset I ever gave my baby this poison.<br /><br />Read for yourself. Just google ""baby's only arsenic"" and read the study done by Dartmouth University.<br /><br />Obviously the researchers did not name Baby's Only formula in fear of a lawsuit. Nevertheless you can put 1 and 1 together and figure out the only formula on the market that uses organic brown rice syrup.<br /><br />I feel sick right now. TL;DR Inorganic arsenic detected- exceeds 20x that of other formula"
"I got my 6-pack in a larger bag that was packed in a cardboard box about 2 weeks ago - no tears or rips in any of the packs. Thanks to the Amazon Subcription Service, cat litter is now delivered to my door with free shipping and I don't have to lug a 20lb bag from the store anymore.<br /><br />Reason for the 4 stars: Poop still sticks to the pellets and I lose a few everytime I scoop, and it does not control poop odor. But that's ok, I just use an air freshener spray. I use 1.5 bags each time since 1 pack doesn't seem to be enough.<br /><br />Anyway, the pellets are washable! I was curious - so I tried and the pellets weren't all that dirty anyway as I had already scooped the dirty (pop-covered) ones out. I poured the used litter into the bottom part of an old hooded litter box that had hot water and detergent in it (I use the hood for the Breeze litterbox!). I let it soak for about 20 mins whilst I washed and dried the Breeze litter box, changed the pee pad, and poured in a new bag of litter. I used an old kitchen/dish brush that has a long handle and sort of ""scrubbed"" the used pellets in the soapy water for a few minutes and then drained the water into the toilet bowl and then rinsed it out a number of times until the water was clear. Drained it as much as I could, and then left the box in the bathtub with the window open to air-dry it, and closed the tub screen so my cat wouldn't think he had an extra litter box in the bathtub! The pellets were clean and completely dry within 2-3 days. Kinda interesting that it can be washed and we're not generating more garbage to pollute the earth. Plus, for anyone wanting to save some money.... TL;DR Works, but still sticks to poop. Washable!"
"I'm a huge fan of raw cacao powder, and this is by far the best powder I've had. Its high quality with a wonderful taste. And the price for the 2 bags is much cheaper on amazon then I can find in any store around me. I will DEFINITELY be ordering this again when I run low on raw cacao powder!!!! TL;DR awesome!!"
"As a gluten sensitive individual, I have found Bob's Redmill gluten free oatmeal allows me to use oatmeal in many recipies and just as a<br />cereal that was off limits to me before.  It's a very good product.<br /><br />This was an Amazon verified purchase. TL;DR gluten free oatmeal"
I love these noodles and will always order them. They are great to take for lunch and always taste great! TL;DR greatest instant noodles
"I've tried many different K-Cup blends and this is by far my favorite.  It is the perfect coffee - not too bold, and not too weak.  Give it a try! TL;DR Best K-Cup I've Had"
"These new sauces from Progresso are wonderful.  Each can makes 4 servings - with a recipe on the side of the can.  By going to http://progresso.com/RecipeStarters you can find lists of ideas for each of the sauces.  Purchasing a multi pack won't mean that your family has to have Parmesan chicken every day for 6 weeks.  The recipes are interesting and varied - from the standard pasta and sauce to pizza, rice dishes, casseroles and sandwiches.  These sauces make being a great cook easy!  I received a sample and coupons to try these products from BzzAgent - I love being a BzzAgent! TL;DR Delicious and easy with great ingredients"
"Puppy was ready to transition off of her puppy food and I knew I wanted a grain free product. After much internet research and talking to other dog parents, I chose TOTW.<br /><br />PRO:<br />She likes the taste of the food. My dog doesn't eat right away always, but she seems more enthusiastic about this than her puppy food.<br />Firm stools!! I had tried four different puppy formulas and her last was better but finally her stools are consistently firm.<br />Softer and shinier coat.<br />High quality food means your dog needs less food, making the bag last.<br /><br />CON:<br />The smell is overpowering, but I keep her food in an airtight container, so it's not too bad. It isn't so overpowering that having her food sit out is offensive.<br />I'm a huge fan of Amazon, but the shipping of this product was poor. The box was practically falling open and the delivery man left the box in a puddle on the floor of our building entry instead of in front of my door (as they normally do).<br /><br />OVERALL:<br />I will continue to purchase this food for my dog. After the second bag, I will switch her to one of the other TOTW flavors since that is what was recommended for her. TL;DR Puggle finally has firm stool"
"This flavor sounded like it would be good, like ice creamy, and it seemed to get lots of positive reviews here on Amazon. So when I came across a small sample box at Lowe's of the stuff, I bought it. Unfortunately. This ""coffee"" tastes like old dishwater in which a pair of running shoes and a vanilla-scented car air freshener were steeped for a week. TL;DR Naaaaaaaaaaaaasty."
"My counter is starting to look like a coffee house.  I use sugar-free syrups and my husband uses regular, so we have a few each.  These pumps make it easy and less messy (if you are careful).  Also easy to put exactly the same amount in each time without making more dishes dirty. They are machine washable too (top). TL;DR Makes adding syrup easy"
Came fast! was exactly what was advertised im super happy! will buy again! bought this for my mom and she drinks it every day!<br /><br />Thanks a lot! TL;DR AWESOME TRANSACTION!!!!!!!!!
"I have a 60 pound Golden Retriever. She drops at least a kitten worth of hair a week and I had been constantly finding balls of hair that have drifted under furniture every time I sweep the hardwood floors. I've been using the FURminator shampoo for a couple years and that definitely helps. The one bummer with the shampoo is that hair is flying off of her for several hours after a bath. It's excellent at getting the hair loose but it doesn't all come off in the bath. The conditioner seems to solve that problem. I would estimate that the amount of hair in the hair trap after giving her a bath is about double when I use the conditioner after using the shampoo and I no longer have the hair blowout problem for a couple hours after her bath. Don't get me wrong, she still sheds but not anywhere near as much. Now the ongoing battle of everything being covered in dog hair is a winnable battle. The amount of daily shedding that occurs is significantly less as well. My Golden has problems with allergies and can be sensitive to a lot of products. I've seen absolutely no reaction to either the shampoo or this conditioner on her. If your pooch isn't so thrilled about having to sit in the tub for five minutes while the condition does it's magic, try smearing some peanut butter on the wall of the tub. I have found that to be an excellent distraction for her. TL;DR Significantly fewer hair balls under the couch and bookcases"
"Love this Watermelon Essence water!  It is so refreshing!  I am really bad about drinking water throughout the day, but this product makes it easy.  I look forward to drinking it now. TL;DR Yummy!!"
"I've always been a huge fan of Cornnuts, so when I saw them at amazon, I couldn't help myself! It's a great deal, you get 36 packages for around 20 bucks - I usually pay a dollar for one pack at my local grocery store.  And its a great way to satisfy your munchie needs!  That being said, I think that ranch is the BEST flavor they've got out, followed by the chile con limon one. TL;DR OMG"
"I have tased a variety of molasses brands over the years , and Brer Rabit is definitely the best . I use it to make BBQ sauce and baked beans. For gingerbread cookies and other dishes, I prefer the Dark version of Brer Rabbit , rather then the Bladkstrap . My dog also loves Blackstrap Brer Rabbit molasses. The only way she will eat dry dog food is if it has 1 tablespoon of molasses stirred in. TL;DR This is the best"
Looks like Amazon is selling old stuff. Kashi makes great Bars but just don't buy them from Amazon TL;DR Great stuff but bad quality
"This seller was prompt with delivery. I have noticed marked improvement in my knees since using this product. I have an allergy to shellfish,so using kosher gelatin is very important to me.I dissolve the gelatin in a little cold water as instructed,-then I stir it into my morning coffee.There isn't much change in taste,but if it bothers me on a particular day ,I just stir in a package of no added sugar cocoa. TL;DR HAPPY WITH THIS PRODUCT"
"First off,  let me state that I am not a fan of decaffeinated coffee of any type.  But I often have guests over who ask for de-caf, so I gave this a try.<br /><br />While I agree with some other reviewers who have stated that there is a certain ""different"" taste about this blend, for me, it was not a bitter taste, but instead, a good, strong flavor that mimicked the strong (real) coffee taste I enjoy.  I had a second cup, and the flavor grew on me even more, and I thought: ""it really is delicious for a decaf.""<br /><br />The aroma isn't truly satisfying (why does this always happen with decaf?) but I think many decaf drinkers will be used to that lack.<br /><br />The package had to be snipped open with scissors --this is tightly packed!-- and then I just poured it into a zip loc for storage in the fridge.<br /><br />I'll stick with regular coffee, but I'm sure my de-caf loving friends will enjoy this. TL;DR Delicious Decaffeinated"
We cannot hardly find this gum anymore in the stores so we tooka chance and ordered it online.  Very good choice to make. TL;DR same great taste
"Black tea is full of antioxidants, and green tea even more so. Very likely because many consumers consider green tea a bit on the bland side, Bigelow decided to blend it with their flavorful, delicious, 70-year-old, all-star tea, Constant Comment. This tea is a terrific way to start the day. Green tea energizes without causing the jitters.<br /><br />Highly recommended. TL;DR Delicious way to add green tea to your diet"
"I took one bite and found this cracker to be inedible. As a result, I threw out the whole box. Parents should not feed their kids this brand because they will never want to eat graham crackers if they think that they all taste like this! TL;DR Inedible"
"This was a good purchase. Tastes good, pretty colors.  Seems to go a long way.  I used at a family reunion with a bunch of kids and they raved about it.  I hope what was not used holds up for next year.  I put it away so as not to be tempted.  Very happy. TL;DR tastes good"
"So, normally I don't like ""Kona Blends"" because there's VERY little Kona taste. Here, that's not the case. You can REALLY taste the Kona in the Tully's Blend. I sent it to my parents when they first bought a keurig, and when I went to visit them, I couldn't stop drinking it. I was addicted to this coffee--I had to send them another box when I left because I depleated their supply. The BAD news is, I couldn't find this in non-keurig form (I don't have a Kuerig), which for me, is bad news indeed. :) I'll keep looking, though! TL;DR A little.. TOO good."
This is the soft and chewy type of jerky that is hard to find. I like it for back packing it come in a 6 pack and is just right for packing. Great value. TL;DR Soft jerky
These bags are great.  I gave them to my wife and she loves the convenience and the style.  They're great for our road trips.  What a brilliant idea. TL;DR My wife love these bags
"My husband and I are hazelnut coffee fans.  We've tried every brand of hazelnut K-cups we can find.  The Gloria Jean's is our favorite, even beating out Dunkin' Donut's and Millstone's Hazelnut Cream (which used to be my favorite) hands down.  We always make the largest size cup and there is still plenty of flavor, never watered down or ""thin"" tasting.  I've always been the major coffee drinker in the house, until we got the Keurig and then the Gloria Jean's Hazelnut.  My husband now drinks 2-4 cups a day!  Make the investment in the Keurig so much more worth it.<br /><br />This purchase is a great deal.  At $0.60 per cup and free shipping, it's a fabulous price and I don't feel like I'm paying extra money for packaging.  It does come in a no-frills box with all 50 of the cups just loose in the large box.  However, we have a holder on the counter which we fill and just keep the box in the pantry to pull from as we need.  If you have a storage situation like a stand or a drawer you keep your K-cups in, you'll have no complaints about them being loose in the box.  We're about to order our second box, and will definitely be repeat buyers! TL;DR Hazelnut Heaven"
"I purchased the Cosmic Tuna Flakes, which are Cat Treats.  While my cat loves the Tuna Flakes, it took over 3 weeks for the Cosmic Firm to ship out the product.  Go with the Cat-Man Doo Extra Large Tuna Flakes.  Also a better deal. TL;DR Cosmic Tuna Flakes Cat Treats"
"Absolutely delicious bars and at a great price!  Other reviewers noted the almonds aren't very plentiful, but that's fine for me. Very moist bars, and just the right amount of sweetness. Went through the box in about 2 weeks! TL;DR Delicious"
"Okay People, unless the picture gets changed from a group of flavors to just one, the picture is misleading.  Make sure you look at the title, they're only selling you orange!!!!!!!! TL;DR Wrong Picture"
"I haven't actually tasted the product yet, but you should be aware that it comes in a teeny, tiny package equaling about one tablespoon.  I'll admit I should have looked at the amount closer before I ordered!  But now YOU know. TL;DR Teeny, tiny amount"
"This candy is wonderful, and I will be re-ordering soon. I would encourage at the very least that if you have not ever had Marzipan this is a great time to try it. If you have had it  in the past, jump in and enjoy it again. TL;DR Sinfully good!"
"The rice arrived in a paper bag inside a cardboard box. There was no protection against moisture or occasional liquid spills on the bag during transit. They could have put a plastic cover over the paper bag. I dont know how it was stored in the warehouse it came from. I still went ahead and opened the packet as I had completely run out of rice and I eat rice atleast once a day. The rice had a mix of some other grain!! (I could not recognize what the grain was). I can say that grain accounted for maybe 4-5% of the total bag volume. I wouldnt mind if it was rice bran, better than having polished rice. On cooking the rice becomes real thick, not long grained. Smell on cooking is like normal rice, nothing like jasmine rice. Wont buy again. Would like to mention that shipping was fast. TL;DR wouldnt buy again"
"I bought 5 individual packages of different types of protein drinks to see which I liked before I committed with a whole container. This was excellent - I mixed it with orange juice and proceeded to play 1 1/2 hours of tennis - singles and not once did I feel hungry. I used a small hand-held frother to make sure it mixed completely so I wouldn't taste any of the unmixed granules. I've since ordered the ""whole container""... TL;DR Great energizer!!"
"We love this natural creamer!  I couldn't get my husband away from the creamers that tasted so sweet and are full of corn syrup, etc...but he will use this creamer.  It's not as creamy, yes, however, it does a great job...dissolves quickly, no bitter taste and no strange color.  It fits great into our organic life-style. TL;DR Love this!"
This is not orange and tangerine juice; it's mainly apple and grape juice flavored with orange and tangerine. And I really don't care about the vitamin C content; vitamin C is easy to get.<br /><br />What I do care about is that this is definitely the worst-tasting soda of any type that I have ever tried. I couldn't pour it down the drain fast enough. TL;DR Tastes like soap.
"I've bought Stonewall's grilling sauces for years, and always found them to be very tasty. My personal favorite happens to be the Pomegranate grill sauce. It's not one of the ones in this package, but quite tasty. I have no idea where the other poster got the ""watery"" aspect from, as I've always found their grilling sauces wonderfully thick. Anyway, my personal opinion is that they are great. TL;DR Like Their Products"
"We love granola and organic cereals in our house, and I have reviewed other types of cereals for Amazon before.  We have several boxes of Nature's Path cereals and granola in our pantry right now, but this one will not be kept in our rotation.  Let me start by saying that I appreciate the good-for-you ingredients that Nature's Path uses in their cereals.  They  are usually pretty low in fat, the sugar is not off the charts like most commercially prepared, highly sugared brands, and you can actually read the list of ingredient without finding lost of additives, preservatives, and just plain bad for you ingredients--they are spot on when it comes to that stuff.  The cereal ingredients read like a Who's Who List of great for you foods you should be eating.  It's just the taste of this cereal that has lead me to a less than stellar review.<br /><br />I tried some of the cereal before adding any milk to it, and my first thought was that the cereal had a very fake sugar smell to it.  The bigger puffs in the box reminded me of Cap'n Crunch and it was certainly not the taste I was going for.  When adding the milk, the cereal got soggy faster that I had hoped, and the flavor seemed non-descript.  I know the box says Vanilla Sunrise, but there was absolutely no hint of vanilla, and the after taste left me feeling like I ate some really fake cereal.  This is not what I am used to with Nature's Path products.<br /><br />I can highly recommend <a href=""http://www.amazon.com/gp/product/B006J4MAKY"">Nature's Path Love Crunch Premium Organic Granola, Dark Chocolate and Red Berries 11.5-Ounce (Pack of 6)</a>, a product I have already reviewed, <a href=""http://www.amazon.com/gp/product/B0049D3YTS"">Nature's Path Organic Acai Apple Granola with Pomegranate, 11.5-Ounce Boxes, (Pack of 4)</a> and <a href=""http://www.amazon.com/gp/product/B006SPAH6I"">Natures Path Pomegranate Plus Granola (1x25lb)</a>., but I can not recommend this cereal. TL;DR This Will Not Be Making It Into My Breakfast Rotation"
This coffee is great!  I have tried several types of their coffee and have yet to taste one that is not fantastic.  I actually like the coffee I make at home now better than Dunkin' Donuts or Starbucks coffee.  When I open the box the wonderful aroma never fails to coax me into making a pot right then.  You can't get more bang for your buck.  It is fabulous coffee and the cost is right. TL;DR The best coffee I have ever tasted!
"I am a sceptic so I always start anything as a doubter. The day after we started on Hemp hearts back Dec 1st 2010 , both hubby and I noticed we both had more energy and the brain fog lifted. We eat 4 tablespoons each n the mornings in yogurt or in smoothies. I sprinkle them on salads and add to most of my food.<br /><br />  Ok, our so I thought ""Heck if we feel better how bout giving them to our dogs!"" Our pug is 11 this summer. He was getting lethargic , lazy, and seemed like he was just kind of depressed. I thought it was just aging and do not want to loose him and see him like this. I add 1 teasp to each dogs food every day and their coats are shinier and have stopped shedding. The pugs eyes seem brighter and they both have more energy so the pug has lost some weight. I hope never to be without my Hemp hearts again as long as I live! I am on auto deliver and we eat 5 lbs a month.<br /><br /> Hemp hearts are God's perfect food! You could live on them and water alone if you had to! Stock up!<br /><br /> God bless us all! Eat more Hemp Hearts!<br />BeeTx TL;DR Will NEVER be without my Hemp Hearts!!"
"I love dried peaches and normally respect the SunMaid brand. As such, I thought these were a bargain ($12 for a 6-pack). Unfortunately, they have a pungent smell that is kind of funky and turns me off. They are edible, but I think I'll give away my 4 unopened packs to the local food bank rather than eating them. TL;DR Good price, but bad smell"
I love this tea whether my stomach is upset or not! I drink on cooler days just for the satisfaction! TL;DR Love this tea
"I was turned on to the Blue Buffalo brand by the trainer at the training class I signed me and my pup for.  He is my new little fur ball so I have been very cautious about what he eats and the type of foods that he is exposed to.  I really didn't want to get into the habit of buying cheap foods and treats with random fillers and terrible nutrition, so I was always open to advice from the ""experts"".  After doing some reading, I realized that Blue Buffalo is indeed one of the best most natural brands of Dog Foods available, so I jumped at the chance at trying these little treats for my in-training pup.  They are great! He absolutely loves them and will literally do anything for them!  He has already learned how to sit, lay, 'dance', 'paw', and stay!  The great thing is that they don't even smell terrible, they actually smell a bit like beef jerky.<br /><br />One thing I do recommend, is that if you have a smaller pup (mine is a shihpoo, 5months, 8lbs) cut these treats in half!  They are perfectly capable of eating them as a whole piece, but you totally get your money's worth by breaking them down in halves ;) TL;DR My Pup Absolutely Loves These"
"As a big fan of Chips Ahoy chocolate chip cookies, both the original and the chewy, I was prepared to love these as well. But it was just a big glob of mushy chocolate, barely held together with a tiny bit of cookie. Now, like most people, I'm pretty enthusiastic about chocolate, and theoretically, there is simply no such thing as ""too much."" But it just didn't taste right here. I really wish there had been more cookie involved, to break up the taste a bit; maybe that would've helped. But whatever went wrong here, it definitely did.<br /><br />Overall, it was a rather disappointing experience. I won't be buying these anytime soon. TL;DR Nauseatingly chocolatey"
"Trident Layers is an excellent gum for chewing - even the texture is satisfying. I absolutely love the green apple flavor in general, but here it's even more delightful with the addition of subtle pineapple. One of my favorite things about Trident Layers is that each piece looks like candy - kind of like a licorice all sort. I find that chewing Trident Layers satisfies my cravings for candy! Pretty nice around 3-4 pm at work, when I'd like a snack. TL;DR One of my favorite gums EVER"
"The cereal is great.<br />I just can't find it in any local stores.<br />I have to order it online here on Amazon.<br />It is a little pricier, but the free super saver shipping is great! TL;DR Only place I can find this product"
"I love this Licorice Bridge Mix. I remember my Nana always having some of this around when I was little. I bought it to put in some Apothecary jars for decoration. I love the bright colors mixed with the pretty pastels and the black licorice jelly beans. My favorite pieces by far are the multi-colored sprinkle covered gum drops which I wish there were more of in the mix. Because there aren't very many of the gum drops, I place them around strategically to show them off better. This bridge mix also tastes good too. The little pastel pieces remind me Good and Plenty. Yum! TL;DR Pretty yummy eye candy"
"Pretty expensive, given how quickly my pets go through these, but they freakin LOVE them!!  So it's worth it once in a while. TL;DR Dogs and cats love them!"
"Pricey, but well worth it.  Best pickled sausages you will get anywhere I think.  Generous portions in this 2 jar deal as well.  I will be a life long customer as long as they don't screw with the price too much in the future. TL;DR Outstanding"
"This is a darned nice ginger snap. They're very dry and crisp (for snappiness), and have a good strong ginger flavor -- strong enough to give you a tingle on your tongue if you wolf down a handful of them one after the other, as I'm prone to do. They might be too strongly gingery for some kid's tastes, and better for the cookie-loving grownups in the family. TL;DR Gingery and snappy"
"I no longer need Mountain Dew..or 5hr energy! So The Price of Neuro Sonic, per bottle is a bit of a savings..I am A makeup Artist/Photoshoot Stylist, working looong hours! I also have Fibromyalgia, and I can Not tell you how much better I feel, since Drinking a bottle of Neuro Sonic a day..My Biggest Problem though? NOT finding it at any of the local 711's Or Many of the run in liquor stores..it Drives me Nuts..I feel Like a drug addict running from store to store looking for this stuff! also ..store owners told me that they had a hard time selling it because People dont like the taste..which I have heard also from friends..BUT..I LOVE IT! It does the Job, and it seems to be good for you! Thats the bottom Line for me:) TL;DR Imposible to find!!"
